iShares Core S&P Mid-Cap ETF
Fund Holdings as of,"Feb 12, 2026"
Inception Date,"May 22, 2000"
Shares Outstanding,"1,563,400,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Type,Sector,Asset Class,Market Value,Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date,Notional Weight,Market Weight
"ASGN","ASGN INC","EQUITY","Information Technology","Equity","57,781,039.50","57,781,039.50","1,380,670.00","41.85","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","0.05"
"PPC","PILGRIMS PRIDE CORP","EQUITY","Consumer Staples","Equity","57,584,040.50","57,584,040.50","1,382,570.00","41.65","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"BLKB","BLACKBAUD INC","EQUITY","Information Technology","Equity","56,582,294.73","56,582,294.73","1,185,963.00","47.71","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"EQH","EQUITABLE HOLDINGS INC","SWAP","Financials","Equity","0.00","56,307,756.90","1,292,055.00","43.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.05","-"
"GTM","ZOOMINFO TECHNOLOGIES INC","EQUITY","Communication","Equity","55,858,030.20","55,858,030.20","8,866,354.00","6.30","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"COLM","COLUMBIA SPORTSWEAR","EQUITY","Consumer Discretionary","Equity","50,676,069.08","50,676,069.08","818,941.00","61.88","United States","NASDAQ","USD","1.00","USD","-","0.05","0.05"
"CNXC","CONCENTRIX CORP","EQUITY","Industrials","Equity","43,230,660.51","43,230,660.51","1,429,349.00","30.25","United States","NASDAQ","USD","1.00","USD","-","0.04","0.04"
"COTY","COTY INC CLASS A","EQUITY","Consumer Staples","Equity","29,695,175.00","29,695,175.00","11,878,070.00","2.50","United States","New York Stock Exchange Inc.","USD","1.00","USD","-","0.03","0.03"
"SGAFT","CASH COLLATERAL USD SGAFT","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","14,445,000.00","14,445,000.00","14,445,000.00","100.00","United States","-","USD","1.00","USD","Sep 01, 2016","0.01","0.01"
"HSBBK","CASH COLLATERAL USD HSBSW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","3,453,837.17","3,453,837.17","3,450,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2001","-","-"
"GSISW","CASH COLLATERAL USD GSISW","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","2,370,000.00","2,370,000.00","2,370,000.00","100.00","United States","-","USD","1.00","USD","May 01, 2002","-","-"
"MLISW","CASH COLLATERAL USD BOASW CFD","COLLATERAL","Cash and/or Derivatives","Cash Collateral and Margins","77,085.45","77,085.45","77,000.00","100.00","United States","-","USD","1.00","USD","Jan 01, 2006","-","-"
"FAH6","S&P MID 400 EMINI MAR 26","INDEX","Cash and/or Derivatives","Futures","0.00","190,044,300.00","537.00","3,539.00","-","Index And Options Market","USD","1.00","USD","-","0.17","-"
"USD","USD CASH","CASH","Cash and/or Derivatives","Cash","43,689,729.25","43,689,729.25","-287,264,374.00","100.00","United States","-","USD","1.00","USD","-","0.04","0.04"
 
"The content contained herein is owned or licensed by BlackRock and/or its third-party information providers and is protected by applicable copyrights, trademarks, service marks, and/or other intellectual property rights. Such content is solely for your personal, non-commercial use. Accordingly, you may not copy, distribute, modify, post, frame or deep link this content. You may download material displayed on this Website for your personal use provided you also retain all copyright and other proprietary notices contained on the materials. Modification or use of the materials for any other purpose violates BlackRock's intellectual property rights.
Holdings subject to change. See www.iShares.com for the most recent funds holdings.
The values for “price” shown herein generally represent a price provided by a third-party pricing vendor for the portfolio holding and do not reflect the impact of systematic fair valuation (“the vendor price”). The vendor price is not necessarily the price at which the Fund values the portfolio holding for the purposes of determining its net asset value (the “valuation price”). Additionally, where applicable, foreign currency exchange rates with respect to the portfolio holdings denominated in non-U.S. currencies for the valuation price will be generally determined as of the close of business on the New York Stock Exchange, whereas for the vendor price will be generally determined as of 4 p.m. London. The values shown herein for “market value,” “weight,” and “notional value” (the “calculated values”) are based off of the vendor price and may have been different if the valuation price were to have been used to calculate such values. The vendor price is as of the most recent practicable date and may not necessarily be as of the date shown above.
Please see the “Determination of Net Asset Value” section of each Fund’s prospectus for additional information on the Fund’s valuation policies and procedures.
CAREFULLY CONSIDER THE FUNDS' INVESTMENT OBJECTIVES, RISK FACTORS, AND CHARGES AND EXPENSES BEFORE INVESTING. THIS AND OTHER INFORMATION CAN BE FOUND IN THE FUNDS' PROSPECTUSES OR, IF AVAILABLE, THE SUMMARY PROSPECTUSES WHICH MAY BE OBTAINED BY VISITING WWW.ISHARES.COM OR WWW.BLACKROCK.COM. READ THE PROSPECTUS CAREFULLY BEFORE INVESTING. INVESTING INVOLVES RISK, INCLUDING POSSIBLE LOSS OF PRINCIPAL.
This information should not be relied upon as research, investment advice, or a recommendation regarding any products, strategies, or any security in particular.
This material is strictly for illustrative, educational, or informational purposes and is subject to change.
The Funds are distributed by BlackRock Investments, LLC (together with its affiliates, “BlackRock”).
The iShares Funds are not sponsored, endorsed, issued, sold or promoted by Bloomberg, BlackRock Index Services, LLC, Cboe Global Indices, LLC, Cohen & Steers, European Public Real Estate Association (“EPRA® ”), FTSE International Limited (“FTSE”), ICE Data Indices, LLC, NSE Indices Ltd, JPMorgan, JPX Group, London Stock Exchange Group (“LSEG”), MSCI Inc., Markit Indices Limited, Morningstar, Inc., Nasdaq, Inc., National Association of Real Estate Investment Trusts (“NAREIT”), Nikkei, Inc., Russell, S&P Dow Jones Indices LLC or STOXX Ltd. None of these companies make any representation regarding the advisability of investing in the Funds. With the exception of BlackRock Index Services, LLC, who is an affiliate, BlackRock Investments, LLC is not affiliated with the companies listed above. Neither FTSE, LSEG, nor NAREIT makes any warranty regarding the FTSE Nareit Equity REITS Index, FTSE Nareit All Residential Capped Index or FTSE Nareit All Mortgage Capped Index. Neither FTSE, EPRA, LSEG, nor NAREIT makes any warranty regarding the FTSE EPRA Nareit Developed ex-U.S. Index, FTSE EPRA Nareit Developed Green Target Index or FTSE EPRA Nareit Global REITs Index. “FTSE®” is a trademark of London Stock Exchange Group companies and is used by FTSE under license.
©2023 BlackRock, Inc or its affiliates. All rights reserved. iSHARES, iBONDS and BLACKROCK are trademarks of BlackRock, Inc. or its affiliates. All other trademarks are those of their respective owners."
